FID_1,FID_1_1,FID_,FID_base_t,x_s,y_s,x_e,y_e,FID_2,OBJECTID,FID_市界,NAME,ADMINCODE,KIND,CITYCODE,PROVINCENA,FID_gis_os,osm_id,code,fclass,name_1,ref,oneway,maxspeed,layer,bridge,tunnel,road_len
2147,977,977,5138,113.3153256390 ,23.1219064241 ,113.3158815000 ,23.1218863793 ,35313,38831,1,,440183,137,440100,4??,1576394,481045546,5113,primary,花城大道, ,F,0,0,F,F,37.56023831
2148,980,980,5138,113.3153256390 ,23.1219064241 ,113.3158815000 ,23.1218863793 ,35313,38831,1,,440183,137,440100,4??,1576394,481045546,5113,primary,花城大道, ,F,0,0,F,F,37.56023831
2149,982,982,5138,113.3153256390 ,23.1219064241 ,113.3158815000 ,23.1218863793 ,35313,38831,1,,440183,137,440100,4??,1576394,481045546,5113,primary,花城大道, ,F,0,0,F,F,37.56023831
2150,345,345,5386,113.3157601100 ,23.1165786767 ,113.3158439420 ,23.1165156437 ,35315,38833,1,,440183,137,440100,4??,1576396,481045548,5114,secondary,华夏路, ,F,0,0,F,F,10.980036
2151,358,358,5384,113.3156533210 ,23.1166894338 ,113.3156992310 ,23.1166398671 ,35315,38833,1,,440183,137,440100,4??,1576396,481045548,5114,secondary,华夏路, ,F,0,0,F,F,6.477867923
2152,361,361,5383,113.3156383480 ,23.1167467387 ,113.3156533210 ,23.1166894338 ,35315,38833,1,,440183,137,440100,4??,1576396,481045548,5114,secondary,华夏路, ,F,0,0,F,F,7.296419485
2153,366,366,5382,113.3156153910 ,23.1168096564 ,113.3156383480 ,23.1167467387 ,35315,38833,1,,440183,137,440100,4??,1576396,481045548,5114,secondary,华夏路, ,F,0,0,F,F,6.908540919
2154,378,378,5381,113.3156153870 ,23.1168725307 ,113.3156153910 ,23.1168096564 ,35315,38833,1,,440183,137,440100,4??,1576396,481045548,5114,secondary,华夏路, ,F,0,0,F,F,30.67259591
2155,416,416,5380,113.3156383210 ,23.1171508733 ,113.3156153870 ,23.1168725307 ,35315,38833,1,,440183,137,440100,4??,1576396,481045548,5114,secondary,华夏路, ,F,0,0,F,F,34.35596285
2156,577,577,8064,113.3158128810 ,23.1183555498 ,113.3158657610 ,23.1185193826 ,35316,38834,1,,440183,137,440100,4??,1576397,481045549,5114,secondary,华夏路, ,F,0,0,F,F,18.78677695
2157,601,601,8065,113.3158657610 ,23.1185193826 ,113.3158966950 ,23.1185555092 ,35316,38834,1,,440183,137,440100,4??,1576397,481045549,5114,secondary,华夏路, ,F,0,0,F,F,18.78677695
2158,690,690,5310,113.3158128650 ,23.1185862556 ,113.3158207840 ,23.1195413505 ,35316,38834,1,,440183,137,440100,4??,1576397,481045549,5114,secondary,华夏路, ,F,0,0,F,F,104.9471871
2159,1405,1405,5117,113.3379155570 ,23.1243956913 ,113.3379006100 ,23.1240525579 ,35317,38835,1,,440183,137,440100,4??,1576398,481045550,5114,secondary,金穗路, ,F,0,0,F,F,35.6950132
2160,1406,1406,5560,113.3379155570 ,23.1243956913 ,113.3380602750 ,23.1244126209 ,35317,38835,1,,440183,137,440100,4??,1576398,481045550,5114,secondary,金穗路, ,F,0,0,F,F,35.6950132
2161,1443,1443,5105,113.3380602750 ,23.1244126209 ,113.3380752120 ,23.1249063932 ,35317,38835,1,,440183,137,440100,4??,1576398,481045550,5114,secondary,金穗路, ,F,0,0,F,F,14.82411571
2162,1512,1512,5105,113.3380602750 ,23.1244126209 ,113.3380752120 ,23.1249063932 ,35317,38835,1,,440183,137,440100,4??,1576398,481045550,5114,secondary,金穗路, ,F,0,0,F,F,14.82411571
2163,737,737,5121,113.3378469240 ,23.1209792062 ,113.3378320370 ,23.1197400388 ,35318,38836,1,,440183,137,440100,4??,1576399,481045552,5114,secondary,马场路, ,F,0,0,F,F,82.05282042
2164,766,766,5121,113.3378469240 ,23.1209792062 ,113.3378320370 ,23.1197400388 ,35318,38836,1,,440183,137,440100,4??,1576399,481045552,5114,secondary,马场路, ,F,0,0,F,F,82.05282042
2165,835,835,5121,113.3378469240 ,23.1209792062 ,113.3378320370 ,23.1197400388 ,35318,38836,1,,440183,137,440100,4??,1576399,481045552,5114,secondary,马场路, ,F,0,0,F,F,82.05282042
2166,997,997,5120,113.3378628200 ,23.1220411447 ,113.3378469240 ,23.1209792062 ,35318,38836,1,,440183,137,440100,4??,1576399,481045552,5114,secondary,马场路, ,F,0,0,F,F,106.0315187
2167,1244,1244,5119,113.3378857100 ,23.1230059104 ,113.3378628200 ,23.1220411447 ,35318,38836,1,,440183,137,440100,4??,1576399,481045552,5114,secondary,马场路, ,F,0,0,F,F,106.0315187
2168,1379,1379,5118,113.3379006100 ,23.1240525579 ,113.3378857100 ,23.1230059104 ,35318,38836,1,,440183,137,440100,4??,1576399,481045552,5114,secondary,马场路, ,F,0,0,F,F,37.73308818
2169,179,179,5128,113.3377794680 ,23.1149336011 ,113.3377794820 ,23.1147238871 ,35319,38837,1,,440183,137,440100,4??,1576400,481045553,5114,secondary,马场路, ,F,0,0,F,F,23.04318521
2170,215,215,5127,113.3377863940 ,23.1158125282 ,113.3377794680 ,23.1149336011 ,35319,38837,1,,440183,137,440100,4??,1576400,481045553,5114,secondary,马场路, ,F,0,0,F,F,29.7639099
2171,290,290,5126,113.3377793890 ,23.1160833300 ,113.3377863940 ,23.1158125282 ,35319,38837,1,,440183,137,440100,4??,1576400,481045553,5114,secondary,马场路, ,F,0,0,F,F,120.6698609
2172,424,424,5125,113.3377942850 ,23.1171814532 ,113.3377793890 ,23.1160833300 ,35319,38837,1,,440183,137,440100,4??,1576400,481045553,5114,secondary,马场路, ,F,0,0,F,F,147.2895411
2173,748,748,7921,113.3354028840 ,23.1184861127 ,113.3353648470 ,23.1201316112 ,35321,38839,1,,440183,137,440100,4??,1576402,481045555,5115,tertiary,海风路, ,F,0,0,F,F,118.6666829
2174,751,751,7921,113.3354028840 ,23.1184861127 ,113.3353648470 ,23.1201316112 ,35321,38839,1,,440183,137,440100,4??,1576402,481045555,5115,tertiary,海风路, ,F,0,0,F,F,118.6666829
2175,2149,2149,3418,113.3754725580 ,23.1279857952 ,113.3760440750 ,23.1279795078 ,35410,38933,1,,440183,137,440100,4??,1593193,484376406,5113,primary,中山大道西, ,F,0,0,F,F,58.08247724
2176,2161,2161,3417,113.3749999630 ,23.1280528823 ,113.3754725580 ,23.1279857952 ,35410,38933,1,,440183,137,440100,4??,1593193,484376406,5113,primary,中山大道西, ,F,0,0,F,F,28.83066368
2177,2175,2175,3416,113.3747182100 ,23.1280836208 ,113.3749999630 ,23.1280528823 ,35410,38933,1,,440183,137,440100,4??,1593193,484376406,5113,primary,中山大道西, ,F,0,0,F,F,28.83066368
2178,2195,2195,3415,113.3741996710 ,23.1281641574 ,113.3747182100 ,23.1280836208 ,35410,38933,1,,440183,137,440100,4??,1593193,484376406,5113,primary,中山大道西, ,F,0,0,F,F,53.43247615
2179,2204,2204,3414,113.3737191070 ,23.1282485668 ,113.3741996710 ,23.1281641574 ,35410,38933,1,,440183,137,440100,4??,1593193,484376406,5113,primary,中山大道西, ,F,0,0,F,F,49.70837654
2180,2217,2217,3413,113.3733994010 ,23.1283289340 ,113.3737191070 ,23.1282485668 ,35410,38933,1,,440183,137,440100,4??,1593193,484376406,5113,primary,中山大道西, ,F,0,0,F,F,33.66759463
2181,2224,2224,3412,113.3732925000 ,23.1283557242 ,113.3733994010 ,23.1283289340 ,35410,38933,1,,440183,137,440100,4??,1593193,484376406,5113,primary,中山大道西, ,F,0,0,F,F,11.2551296
2182,2230,2230,3411,113.3731706130 ,23.1283920252 ,113.3732925000 ,23.1283557242 ,35410,38933,1,,440183,137,440100,4??,1593193,484376406,5113,primary,中山大道西, ,F,0,0,F,F,13.01263723
2183,2238,2238,3410,113.3729188480 ,23.1284799303 ,113.3731706130 ,23.1283920252 ,35410,38933,1,,440183,137,440100,4??,1593193,484376406,5113,primary,中山大道西, ,F,0,0,F,F,27.34709627
2184,2302,2302,3408,113.3719437760 ,23.1288813212 ,113.3723553790 ,23.1287245781 ,35410,38933,1,,440183,137,440100,4??,1593193,484376406,5113,primary,中山大道西, ,F,0,0,F,F,36.19098311
2185,2320,2320,3407,113.3716230890 ,23.1290245841 ,113.3719437760 ,23.1288813212 ,35410,38933,1,,440183,137,440100,4??,1593193,484376406,5113,primary,中山大道西, ,F,0,0,F,F,91.30534754
2186,2359,2359,3406,113.3708158940 ,23.1293895600 ,113.3716230890 ,23.1290245841 ,35410,38933,1,,440183,137,440100,4??,1593193,484376406,5113,primary,中山大道西, ,F,0,0,F,F,45.51707931
2187,2391,2391,3405,113.3704113070 ,23.1295673093 ,113.3708158940 ,23.1293895600 ,35410,38933,1,,440183,137,440100,4??,1593193,484376406,5113,primary,中山大道西, ,F,0,0,F,F,36.33817425
2188,2084,2084,3428,113.3805577740 ,23.1274918681 ,113.3807716380 ,23.1274878263 ,35411,38934,1,,440183,137,440100,4??,1593194,484376407,5113,primary,中山大道西, ,F,0,0,F,F,21.73780632
2189,2085,2085,3429,113.3807716380 ,23.1274878263 ,113.3809385320 ,23.1274973118 ,35411,38934,1,,440183,137,440100,4??,1593194,484376407,5113,primary,中山大道西, ,F,0,0,F,F,16.99212078
2190,2102,2102,3427,113.3791547080 ,23.1276262986 ,113.3805577740 ,23.1274918681 ,35411,38934,1,,440183,137,440100,4??,1593194,484376407,5113,primary,中山大道西, ,F,0,0,F,F,143.3451886
2191,2109,2109,3426,113.3786970300 ,23.1276800146 ,113.3791547080 ,23.1276262986 ,35411,38934,1,,440183,137,440100,4??,1593194,484376407,5113,primary,中山大道西, ,F,0,0,F,F,29.59706159
2192,2115,2115,3425,113.3784072390 ,23.1277069218 ,113.3786970300 ,23.1276800146 ,35411,38934,1,,440183,137,440100,4??,1593194,484376407,5113,primary,中山大道西, ,F,0,0,F,F,25.79991564
2193,2117,2117,3424,113.3781564220 ,23.1277432983 ,113.3784072390 ,23.1277069218 ,35411,38934,1,,440183,137,440100,4??,1593194,484376407,5113,primary,中山大道西, ,F,0,0,F,F,59.09356168
2194,2133,2133,3423,113.3775838500 ,23.1278372059 ,113.3781564220 ,23.1277432983 ,35411,38934,1,,440183,137,440100,4??,1593194,484376407,5113,primary,中山大道西, ,F,0,0,F,F,59.09356168
2195,2136,2136,3422,113.3773630170 ,23.1278850617 ,113.3775838500 ,23.1278372059 ,35411,38934,1,,440183,137,440100,4??,1593194,484376407,5113,primary,中山大道西, ,F,0,0,F,F,76.37511016
2196,2142,2142,3421,113.3766156060 ,23.1279580387 ,113.3773630170 ,23.1278850617 ,35411,38934,1,,440183,137,440100,4??,1593194,484376407,5113,primary,中山大道西, ,F,0,0,F,F,37.23678892
2197,2147,2147,3420,113.3762499040 ,23.1279793344 ,113.3766156060 ,23.1279580387 ,35411,38934,1,,440183,137,440100,4??,1593194,484376407,5113,primary,中山大道西, ,F,0,0,F,F,20.91666702
2198,846,846,6576,113.3755719570 ,23.1209389698 ,113.3750004420 ,23.1210767136 ,35412,38935,1,,440183,137,440100,4??,1593195,484376409,5112,trunk,黄埔大道中, ,F,0,0,F,F,233.1603691
2199,861,861,6577,113.3750004420 ,23.1210767136 ,113.3747486600 ,23.1211303158 ,35412,38935,1,,440183,137,440100,4??,1593195,484376409,5112,trunk,黄埔大道中, ,F,0,0,F,F,60.02154755
2200,868,868,6578,113.3747486600 ,23.1211303158 ,113.3744289410 ,23.1212068724 ,35412,38935,1,,440183,137,440100,4??,1593195,484376409,5112,trunk,黄埔大道中, ,F,0,0,F,F,33.5636493
2201,993,993,6583,113.3716235770 ,23.1219149666 ,113.3709762350 ,23.1219880952 ,35413,38936,1,,440183,137,440100,4??,1593199,484377539,5112,trunk,黄埔大道中, ,F,0,0,F,F,48.75638191
2202,1096,1096,6584,113.3709762350 ,23.1219880952 ,113.3695277540 ,23.1223537718 ,35413,38936,1,,440183,137,440100,4??,1593199,484377539,5112,trunk,黄埔大道中, ,F,0,0,F,F,152.5899236
2203,1132,1132,6585,113.3695277540 ,23.1223537718 ,113.3680493870 ,23.1227062584 ,35413,38936,1,,440183,137,440100,4??,1593199,484377539,5112,trunk,黄埔大道中, ,F,0,0,F,F,152.5899236
2204,1152,1152,6585,113.3695277540 ,23.1223537718 ,113.3680493870 ,23.1227062584 ,35413,38936,1,,440183,137,440100,4??,1593199,484377539,5112,trunk,黄埔大道中, ,F,0,0,F,F,152.5899236
2205,1221,1221,6585,113.3695277540 ,23.1223537718 ,113.3680493870 ,23.1227062584 ,35413,38936,1,,440183,137,440100,4??,1593199,484377539,5112,trunk,黄埔大道中, ,F,0,0,F,F,152.5899236
2206,2015,2015,6287,113.3695504310 ,23.1266988835 ,113.3695354250 ,23.1270172708 ,35415,38938,1,,440183,137,440100,4??,1593201,484377541,5112,trunk,科韵路, ,F,0,0,F,F,107.9007529
2207,194,194,7954,113.3330587730 ,23.1151730313 ,113.3330358210 ,23.1151425868 ,35426,38957,1,,440183,137,440100,4??,1594216,484552814,5115,tertiary, , ,B,0,0,F,F,4.078229675
2208,196,196,7934,113.3331955010 ,23.1151498850 ,113.3331805270 ,23.1152032911 ,35426,38957,1,,440183,137,440100,4??,1594216,484552814,5115,tertiary, , ,B,0,0,F,F,5.729428287
2209,197,197,7953,113.3330737410 ,23.1152073892 ,113.3330587730 ,23.1151730313 ,35426,38957,1,,440183,137,440100,4??,1594216,484552814,5115,tertiary, , ,B,0,0,F,F,4.646351681
2210,198,198,7952,113.3330887080 ,23.1152473448 ,113.3330737410 ,23.1152073892 ,35426,38957,1,,440183,137,440100,4??,1594216,484552814,5115,tertiary, , ,B,0,0,F,F,4.646351681
2211,199,199,7935,113.3331805270 ,23.1152032911 ,113.3331725380 ,23.1152834732 ,35426,38957,1,,440183,137,440100,4??,1594216,484552814,5115,tertiary, , ,B,0,0,F,F,6.062332026
2212,201,201,7951,113.3330887050 ,23.1152931261 ,113.3330887080 ,23.1152473448 ,35426,38957,1,,440183,137,440100,4??,1594216,484552814,5115,tertiary, , ,B,0,0,F,F,136.601052
2213,336,336,7936,113.3331725380 ,23.1152834732 ,113.3331425130 ,23.1165323176 ,35426,38957,1,,440183,137,440100,4??,1594216,484552814,5115,tertiary, , ,B,0,0,F,F,8.847665735
2214,507,507,7937,113.3331425130 ,23.1165323176 ,113.3330735500 ,23.1180023452 ,35427,38958,1,,440183,137,440100,4??,1594217,484552815,5115,tertiary, , ,F,0,0,F,F,137.2555379
2215,555,555,8080,113.3183257100 ,23.1184003534 ,113.3183097410 ,23.1184308714 ,36557,40316,1,,440183,137,440100,4??,1636034,496447342,5141,service, , ,B,0,0,F,T,3.725368489
2216,556,556,8081,113.3183097410 ,23.1184308714 ,113.3183097400 ,23.1184479644 ,36557,40316,1,,440183,137,440100,4??,1636034,496447342,5141,service, , ,B,0,0,F,T,1.878152022
2217,562,562,8082,113.3183097400 ,23.1184479644 ,113.3182877830 ,23.1184708969 ,36557,40316,1,,440183,137,440100,4??,1636034,496447342,5141,service, , ,B,0,0,F,T,1.878152022
2218,676,676,5471,113.3223982390 ,23.1194258498 ,113.3223913030 ,23.1186937621 ,37247,41157,1,,440183,137,440100,4??,1664895,503962046,5141,service, , ,B,0,0,F,F,80.4435639
2219,915,915,5052,113.3234718850 ,23.1214867543 ,113.3225887020 ,23.1215418224 ,37707,41749,1,,440183,137,440100,4??,1688059,511204845,5113,primary,花城大道, ,F,0,0,F,F,168.4631116
2220,916,916,5052,113.3234718850 ,23.1214867543 ,113.3225887020 ,23.1215418224 ,37707,41749,1,,440183,137,440100,4??,1688059,511204845,5113,primary,花城大道, ,F,0,0,F,F,168.4631116
2221,536,536,7856,113.2934790640 ,23.1183378389 ,113.2935170000 ,23.1183053918 ,38081,42325,1,,440183,137,440100,4??,1720408,518467316,5121,unclassified,新河浦路, ,F,0,0,F,F,14.59049202
2222,558,558,7855,113.2934181630 ,23.1184580865 ,113.2934790640 ,23.1183378389 ,38081,42325,1,,440183,137,440100,4??,1720408,518467316,5121,unclassified,新河浦路, ,F,0,0,F,F,14.59049202
2223,563,563,7870,113.2935100090 ,23.1183511842 ,113.2934560960 ,23.1184714208 ,38081,42325,1,,440183,137,440100,4??,1720408,518467316,5121,unclassified,新河浦路, ,F,0,0,F,F,14.30256854
2224,1876,1876,2020,113.2883751610 ,23.1262923191 ,113.2873927700 ,23.1259791796 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,25.45079416
2225,1891,1891,2019,113.2886117690 ,23.1263682395 ,113.2883751610 ,23.1262923191 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,25.45079416
2226,1907,1907,2018,113.2888324030 ,23.1264307876 ,113.2886117690 ,23.1263682395 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,23.45114525
2227,1921,1921,2017,113.2892517060 ,23.1265274247 ,113.2888324030 ,23.1264307876 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,43.91382663
2228,1983,1983,2016,113.2901731600 ,23.1267395530 ,113.2892517060 ,23.1265274247 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,113.5107175
2229,2014,2014,2015,113.2912543180 ,23.1269990966 ,113.2901731600 ,23.1267395530 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,34.85529525
2230,2024,2024,2014,113.2915897420 ,23.1270653520 ,113.2912543180 ,23.1269990966 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,39.02922593
2231,2041,2041,2013,113.2919630970 ,23.1271486390 ,113.2915897420 ,23.1270653520 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,39.02922593
2232,2062,2062,2012,113.2928844930 ,23.1273436171 ,113.2919630970 ,23.1271486390 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,324.681671
2233,2158,2158,2011,113.2959919430 ,23.1280306386 ,113.2928844930 ,23.1273436171 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,324.681671
2234,2187,2187,2009,113.2964331390 ,23.1281366698 ,113.2963263340 ,23.1281101566 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,66.03264435
2235,2215,2215,2008,113.2970579910 ,23.1283015684 ,113.2964331390 ,23.1281366698 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,66.03264435
2236,2247,2247,2007,113.2980860880 ,23.1285705412 ,113.2970579910 ,23.1283015684 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,50.645603
2237,2269,2269,2006,113.2985651930 ,23.1286974823 ,113.2980860880 ,23.1285705412 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,50.645603
2238,2311,2311,2005,113.2991750450 ,23.1289271555 ,113.2985651930 ,23.1286974823 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,54.38500145
2239,2334,2334,2004,113.2996621210 ,23.1291322421 ,113.2991750450 ,23.1289271555 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,63.60548341
2240,2354,2354,2003,113.3002410190 ,23.1293523608 ,113.2996621210 ,23.1291322421 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,63.60548341
2241,2378,2378,2002,113.3005763780 ,23.1294891280 ,113.3002410190 ,23.1293523608 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,18.75045811
2242,2392,2392,2001,113.3007360700 ,23.1295746178 ,113.3005763780 ,23.1294891280 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,18.75045811
2243,2475,2475,1998,113.3013987810 ,23.1300577743 ,113.3012989780 ,23.1299511907 ,38108,42362,1,,440183,137,440100,4??,1724653,519196118,5112,trunk,内环路, ,F,0,2,T,F,45.23579469
2244,914,914,5405,113.3225887100 ,23.1214293682 ,113.3225966530 ,23.1220165138 ,38110,42364,1,,440183,137,440100,4??,1724660,519197805,5114,secondary,冼村路, ,F,0,0,F,F,12.34670601
2245,994,994,5405,113.3225887100 ,23.1214293682 ,113.3225966530 ,23.1220165138 ,38110,42364,1,,440183,137,440100,4??,1724660,519197805,5114,secondary,冼村路, ,F,0,0,F,F,12.34670601
2246,390,390,5473,113.3223764470 ,23.1170331696 ,113.3223605060 ,23.1166404609 ,38112,42366,1,,440183,137,440100,4??,1724662,519199419,5114,secondary,冼村路, ,F,0,0,F,F,43.18071287
2247,632,632,5472,113.3223913030 ,23.1186937621 ,113.3223764470 ,23.1170331696 ,38112,42366,1,,440183,137,440100,4??,1724662,519199419,5114,secondary,冼村路, ,F,0,0,F,F,182.4695727
2248,724,724,5470,113.3224141790 ,23.1198262559 ,113.3223982390 ,23.1194258498 ,38112,42366,1,,440183,137,440100,4??,1724662,519199419,5114,secondary,冼村路, ,F,0,0,F,F,78.56416472
2249,793,793,5469,113.3224291000 ,23.1205411357 ,113.3224141790 ,23.1198262559 ,38112,42366,1,,440183,137,440100,4??,1724662,519199419,5114,secondary,冼村路, ,F,0,0,F,F,78.56416472
2250,928,928,5154,113.3216905550 ,23.1215473392 ,113.3211955740 ,23.1215787736 ,38114,42368,1,,440183,137,440100,4??,1724664,519199421,5113,primary,花城大道, ,F,0,0,F,F,19.37633361
2251,935,935,5155,113.3211955740 ,23.1215787736 ,113.3208303270 ,23.1216023627 ,38114,42368,1,,440183,137,440100,4??,1724664,519199421,5113,primary,花城大道, ,F,0,0,F,F,37.20963822
2252,942,942,5156,113.3208303270 ,23.1216023627 ,113.3173884010 ,23.1219235017 ,38114,42368,1,,440183,137,440100,4??,1724664,519199421,5113,primary,花城大道, ,F,0,0,F,F,37.20963822
2253,971,971,5156,113.3208303270 ,23.1216023627 ,113.3173884010 ,23.1219235017 ,38114,42368,1,,440183,137,440100,4??,1724664,519199421,5113,primary,花城大道, ,F,0,0,F,F,37.20963822
2254,986,986,5156,113.3208303270 ,23.1216023627 ,113.3173884010 ,23.1219235017 ,38114,42368,1,,440183,137,440100,4??,1724664,519199421,5113,primary,花城大道, ,F,0,0,F,F,37.20963822
2255,810,810,10336,113.3283978190 ,23.1208005292 ,113.3288698590 ,23.1207614482 ,38115,42369,1,,440183,137,440100,4??,1724665,519199606,5113,primary,花城大道, ,F,0,0,F,F,48.16446152
2256,206,206,4992,113.3291366710 ,23.1155407759 ,113.3288322880 ,23.1155814371 ,38198,42455,1,,440183,137,440100,4??,1727248,519662333,5135,tertiary_link, , ,F,0,0,F,F,31.25641828
2257,251,251,4994,113.3278203450 ,23.1157072098 ,113.3257795120 ,23.1159457047 ,38200,42457,1,,440183,137,440100,4??,1727250,519662337,5135,tertiary_link, , ,F,0,0,F,F,209.0652021
2258,1348,1348,8378,113.3117547890 ,23.1238273587 ,113.3108865410 ,23.1238957487 ,38273,42601,1,,440183,137,440100,4??,1728859,520107251,5121,unclassified, , ,B,0,0,F,F,88.55546633
2259,1748,1748,5484,113.3429032250 ,23.1220894080 ,113.3439470330 ,23.1259178328 ,38303,42651,1,,440183,137,440100,4??,1730652,520437314,5115,tertiary,谭村路, ,F,0,0,F,F,184.7293827
2260,2060,2060,5485,113.3439470330 ,23.1259178328 ,113.3443501950 ,23.1273375597 ,38303,42651,1,,440183,137,440100,4??,1730652,520437314,5115,tertiary,谭村路, ,F,0,0,F,F,161.2852608
2261,2118,2118,5486,113.3443501950 ,23.1273375597 ,113.3444639580 ,23.1277567936 ,38303,42651,1,,440183,137,440100,4??,1730652,520437314,5115,tertiary,谭村路, ,F,0,0,F,F,161.2852608
2262,768,768,5492,113.3423094590 ,23.1202334074 ,113.3422645630 ,23.1199532008 ,38304,42652,1,,440183,137,440100,4??,1730653,520437315,5115,tertiary,谭村路, ,F,0,0,F,F,31.1247979
2263,786,786,5491,113.3423633450 ,23.1204373293 ,113.3423094590 ,23.1202334074 ,38304,42652,1,,440183,137,440100,4??,1730653,520437315,5115,tertiary,谭村路, ,F,0,0,F,F,125.7296069
2264,789,789,5482,113.3423863160 ,23.1202256752 ,113.3424392010 ,23.1204638850 ,38304,42652,1,,440183,137,440100,4??,1730653,520437315,5115,tertiary,谭村路, ,F,0,0,F,F,30.8591485
2265,917,917,5490,113.3426756860 ,23.1215445289 ,113.3423633450 ,23.1204373293 ,38304,42652,1,,440183,137,440100,4??,1730653,520437315,5115,tertiary,谭村路, ,F,0,0,F,F,125.7296069
2266,1009,1009,5483,113.3424392010 ,23.1204638850 ,113.3429032250 ,23.1220894080 ,38304,42652,1,,440183,137,440100,4??,1730653,520437315,5115,tertiary,谭村路, ,F,0,0,F,F,26.72011642
2267,1011,1011,5489,113.3428123930 ,23.1221123578 ,113.3426756860 ,23.1215445289 ,38304,42652,1,,440183,137,440100,4??,1730653,520437315,5115,tertiary,谭村路, ,F,0,0,F,F,471.5648522
2268,1868,1868,5488,113.3439849390 ,23.1262648265 ,113.3428123930 ,23.1221123578 ,38304,42652,1,,440183,137,440100,4??,1730653,520437315,5115,tertiary,谭村路, ,F,0,0,F,F,471.5648522
2269,142,142,4979,113.3418148180 ,23.1139254620 ,113.3415253600 ,23.1139659580 ,38305,42653,1,,440183,137,440100,4??,1730654,520437316,5115,tertiary,平江路, ,F,0,0,F,F,68.75368769
2270,169,169,5028,113.3418606740 ,23.1147699343 ,113.3418148180 ,23.1139254620 ,38305,42653,1,,440183,137,440100,4??,1730654,520437316,5115,tertiary,平江路, ,F,0,0,F,F,92.90691423
2271,371,371,5027,113.3420132460 ,23.1168402163 ,113.3418606740 ,23.1147699343 ,38305,42653,1,,440183,137,440100,4??,1730654,520437316,5115,tertiary,平江路, ,F,0,0,F,F,228.008177
2272,704,704,5025,113.3422256550 ,23.1196653868 ,113.3422107000 ,23.1194214127 ,38305,42653,1,,440183,137,440100,4??,1730654,520437316,5115,tertiary,平江路, ,F,0,0,F,F,0.270152633
2273,675,675,5026,113.3422107000 ,23.1194214127 ,113.3420132460 ,23.1168402163 ,38309,42657,1,,440183,137,440100,4??,1730658,520437320,5135,tertiary_link, , ,F,0,0,F,F,284.3267555
2274,706,706,10352,113.3419751230 ,23.1196887194 ,113.3423025120 ,23.1196614530 ,38309,42657,1,,440183,137,440100,4??,1730658,520437320,5135,tertiary_link, , ,F,0,0,F,F,57.48969155
2275,710,710,10352,113.3419751230 ,23.1196887194 ,113.3423025120 ,23.1196614530 ,38309,42657,1,,440183,137,440100,4??,1730658,520437320,5135,tertiary_link, , ,F,0,0,F,F,57.48969155
2276,1514,1514,6529,113.3592866510 ,23.1249155357 ,113.3606587220 ,23.1244866250 ,38839,43334,1,,440183,137,440100,4??,1764743,526221769,5134,secondary_link, , ,F,0,0,F,F,147.1851221
2277,976,976,5311,113.3158207840 ,23.1195413505 ,113.3158884460 ,23.1224697287 ,38864,43359,1,,440183,137,440100,4??,1764791,526242004,5114,secondary,华夏路, ,F,0,0,F,F,257.7514002
2278,1013,1013,5311,113.3158207840 ,23.1195413505 ,113.3158884460 ,23.1224697287 ,38864,43359,1,,440183,137,440100,4??,1764791,526242004,5114,secondary,华夏路, ,F,0,0,F,F,257.7514002
