FID_1,FID_1_1,FID_,FID_base_t,x_s,y_s,x_e,y_e,FID_2,OBJECTID,FID_市界,NAME,ADMINCODE,KIND,CITYCODE,PROVINCENA,FID_gis_os,osm_id,code,fclass,name_1,ref,oneway,maxspeed,layer,bridge,tunnel,road_len
3170,3563,3563,2446,113.3023953830 ,23.1373638990 ,113.3023265900 ,23.1362582621 ,7088,7426,1,,440183,137,440100,4??,534165,249319417,5112,trunk,内环路, ,F,0,1,T,F,11.2624994
3171,3407,3407,6100,113.3093018680 ,23.1366002591 ,113.3099565550 ,23.1365685625 ,7268,7614,1,,440183,137,440100,4??,540668,251195810,5134,secondary_link, , ,F,0,1,T,F,66.61594435
3172,3481,3481,6882,113.2910250270 ,23.1370661975 ,113.2914133680 ,23.1370580031 ,7295,7641,1,,440183,137,440100,4??,547865,252572092,5113,primary,环市东路, ,F,0,0,F,F,39.4706036
3173,3483,3483,6881,113.2909491550 ,23.1370720115 ,113.2910250270 ,23.1370661975 ,7295,7641,1,,440183,137,440100,4??,547865,252572092,5113,primary,环市东路, ,F,0,0,F,F,29.01811638
3174,3496,3496,6880,113.2906676280 ,23.1371163244 ,113.2909491550 ,23.1370720115 ,7295,7641,1,,440183,137,440100,4??,547865,252572092,5113,primary,环市东路, ,F,0,0,F,F,29.01811638
3175,3501,3501,6879,113.2904919220 ,23.1371337853 ,113.2906676280 ,23.1371163244 ,7295,7641,1,,440183,137,440100,4??,547865,252572092,5113,primary,环市东路, ,F,0,0,F,F,51.72330294
3176,3532,3532,6878,113.2899897590 ,23.1372108159 ,113.2904919220 ,23.1371337853 ,7295,7641,1,,440183,137,440100,4??,547865,252572092,5113,primary,环市东路, ,F,0,0,F,F,51.72330294
3177,3554,3554,6877,113.2894716160 ,23.1372820669 ,113.2899897590 ,23.1372108159 ,7295,7641,1,,440183,137,440100,4??,547865,252572092,5113,primary,环市东路, ,F,0,0,F,F,99.89389171
3178,3893,3893,4871,113.2895174110 ,23.1391886367 ,113.2896541740 ,23.1393428699 ,7400,7749,1,,440183,137,440100,4??,556692,255166209,5114,secondary,先烈中路, ,F,0,0,F,F,69.0406017
3179,3900,3900,4872,113.2896541740 ,23.1393428699 ,113.2896921080 ,23.1393885947 ,7400,7749,1,,440183,137,440100,4??,556692,255166209,5114,secondary,先烈中路, ,F,0,0,F,F,6.332227459
3180,3976,3976,4873,113.2896921080 ,23.1393885947 ,113.2901263510 ,23.1398626506 ,7400,7749,1,,440183,137,440100,4??,556692,255166209,5114,secondary,先烈中路, ,F,0,0,F,F,68.26328228
3181,2929,2929,6005,113.2863339420 ,23.1335764318 ,113.2851527870 ,23.1335571988 ,8193,8770,1,,440183,137,440100,4??,619958,274989258,5112,trunk,东风东路, ,F,0,0,F,F,120.0428789
3182,3097,3097,2990,113.3459638090 ,23.1340211995 ,113.3459028840 ,23.1345151048 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,382.5282567
3183,3136,3136,2991,113.3459028840 ,23.1345151048 ,113.3458809090 ,23.1347381527 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,24.60888199
3184,3165,3165,2992,113.3458809090 ,23.1347381527 ,113.3458808870 ,23.1350489281 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,24.60888199
3185,3197,3197,2993,113.3458808870 ,23.1350489281 ,113.3458958390 ,23.1353673750 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,34.1463854
3186,3226,3226,2994,113.3458958390 ,23.1353673750 ,113.3459567090 ,23.1356608539 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,32.83375723
3187,3265,3265,2995,113.3459567090 ,23.1356608539 ,113.3460635000 ,23.1359180694 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,32.83375723
3188,3298,3298,2996,113.3460635000 ,23.1359180694 ,113.3461313680 ,23.1360646955 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,17.52446305
3189,3333,3333,2997,113.3461313680 ,23.1360646955 ,113.3462231930 ,23.1362075825 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,18.26311025
3190,3374,3374,2998,113.3462231930 ,23.1362075825 ,113.3464138350 ,23.1364474637 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,18.26311025
3191,3404,3404,2999,113.3464138350 ,23.1364474637 ,113.3465805270 ,23.1365940234 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,32.71006288
3192,3426,3426,3000,113.3465805270 ,23.1365940234 ,113.3467182750 ,23.1366814560 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,23.37116398
3193,3495,3495,3002,113.3471295230 ,23.1369877418 ,113.3473042050 ,23.1371076010 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,53.65412458
3194,3530,3530,3003,113.3473042050 ,23.1371076010 ,113.3474639160 ,23.1372044951 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,22.10191946
3195,3593,3593,3004,113.3474639160 ,23.1372044951 ,113.3480808050 ,23.1375772186 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,19.40901392
3196,3596,3596,3005,113.3480808050 ,23.1375772186 ,113.3490710420 ,23.1381570535 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,74.87559513
3197,3606,3606,3005,113.3480808050 ,23.1375772186 ,113.3490710420 ,23.1381570535 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,74.87559513
3198,3676,3676,3005,113.3480808050 ,23.1375772186 ,113.3490710420 ,23.1381570535 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,74.87559513
3199,3768,3768,3007,113.3493834900 ,23.1383433679 ,113.3497338730 ,23.1385640089 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,43.07290108
3200,3832,3832,3009,113.3500692830 ,23.1388036692 ,113.3502140300 ,23.1388968979 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,17.92342662
3201,3851,3851,3010,113.3502140300 ,23.1388968979 ,113.3503048700 ,23.1389768193 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,12.7400946
3202,3867,3867,3011,113.3503048700 ,23.1389768193 ,113.3504955360 ,23.1391271521 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,25.45926014
3203,3903,3903,3012,113.3504955360 ,23.1391271521 ,113.3508539100 ,23.1394258576 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,49.02210194
3204,3969,3969,3013,113.3508539100 ,23.1394258576 ,113.3512422300 ,23.1398103839 ,8367,8980,1,,440183,137,440100,4??,638126,283560319,5111,motorway,华南快速干线,S303,F,0,2,T,F,57.80910558
3205,2867,2867,3257,113.3459189550 ,23.1330622610 ,113.3462006240 ,23.1304993146 ,8368,8981,1,,440183,137,440100,4??,638127,283560320,5111,motorway,华南快速干线,S303,F,60,1,T,F,283.0558215
3206,4115,4115,3019,113.3521097110 ,23.1408938787 ,113.3523083610 ,23.1412138392 ,8371,8984,1,,440183,137,440100,4??,638130,283562852,5131,motorway_link, , ,F,0,1,T,F,30.07552047
3207,4103,4103,3232,113.3520188500 ,23.1410617550 ,113.3517822640 ,23.1407609482 ,8373,8986,1,,440183,137,440100,4??,638155,283585446,5111,motorway, ,S303,F,0,1,T,F,40.86855551
3208,4118,4118,3231,113.3521326500 ,23.1412313083 ,113.3520188500 ,23.1410617550 ,8373,8986,1,,440183,137,440100,4??,638155,283585446,5111,motorway, ,S303,F,0,1,T,F,21.92623817
3209,4134,4134,3230,113.3522394620 ,23.1414046715 ,113.3521326500 ,23.1412313083 ,8373,8986,1,,440183,137,440100,4??,638155,283585446,5111,motorway, ,S303,F,0,1,T,F,21.92290009
3210,4164,4164,3229,113.3523532600 ,23.1416180080 ,113.3522394620 ,23.1414046715 ,8373,8986,1,,440183,137,440100,4??,638155,283585446,5111,motorway, ,S303,F,0,1,T,F,24.00961871
3211,4186,4186,3228,113.3524530820 ,23.1418160728 ,113.3523532600 ,23.1416180080 ,8373,8986,1,,440183,137,440100,4??,638155,283585446,5111,motorway, ,S303,F,0,1,T,F,43.66384554
3212,4216,4216,3227,113.3526207810 ,23.1421819651 ,113.3524530820 ,23.1418160728 ,8373,8986,1,,440183,137,440100,4??,638155,283585446,5111,motorway, ,S303,F,0,1,T,F,43.66384554
3213,4248,4248,3226,113.3526816710 ,23.1423363087 ,113.3526207810 ,23.1421819651 ,8373,8986,1,,440183,137,440100,4??,638155,283585446,5111,motorway, ,S303,F,0,1,T,F,29.19922749
3214,4281,4281,3225,113.3527804920 ,23.1425858555 ,113.3526816710 ,23.1423363087 ,8373,8986,1,,440183,137,440100,4??,638155,283585446,5111,motorway, ,S303,F,0,1,T,F,22.84446377
3215,4295,4295,3224,113.3528483670 ,23.1427840711 ,113.3527804920 ,23.1425858555 ,8373,8986,1,,440183,137,440100,4??,638155,283585446,5111,motorway, ,S303,F,0,1,T,F,22.84446377
3216,4302,4302,3223,113.3528942830 ,23.1429174467 ,113.3528483670 ,23.1427840711 ,8373,8986,1,,440183,137,440100,4??,638155,283585446,5111,motorway, ,S303,F,0,1,T,F,35.98692568
3217,4322,4322,3222,113.3529861110 ,23.1432337783 ,113.3528942830 ,23.1429174467 ,8373,8986,1,,440183,137,440100,4??,638155,283585446,5111,motorway, ,S303,F,0,1,T,F,35.98692568
3218,4385,4385,3221,113.3530619650 ,23.1435673282 ,113.3529861110 ,23.1432337783 ,8373,8986,1,,440183,137,440100,4??,638155,283585446,5111,motorway, ,S303,F,0,1,T,F,37.44978078
3219,4400,4400,3220,113.3530769350 ,23.1436511718 ,113.3530619650 ,23.1435673282 ,8373,8986,1,,440183,137,440100,4??,638155,283585446,5111,motorway, ,S303,F,0,1,T,F,178.0796014
3220,3886,3886,3620,113.3758834330 ,23.1392781065 ,113.3766538130 ,23.1390505514 ,8409,9022,1,,440183,137,440100,4??,639399,283893381,5112,trunk,广园快速路, ,F,0,0,F,F,83.39675035
3221,3919,3919,3618,113.3749991720 ,23.1395896506 ,113.3751130750 ,23.1395399698 ,8409,9022,1,,440183,137,440100,4??,639399,283893381,5112,trunk,广园快速路, ,F,0,0,F,F,12.79644945
3222,4072,4072,6366,113.3709289990 ,23.1407127033 ,113.3706473730 ,23.1395537565 ,8410,9023,1,,440183,137,440100,4??,639400,283893382,5133,primary_link, , ,F,0,1,T,F,54.78800671
3223,4132,4132,3652,113.3739850370 ,23.1402445060 ,113.3711806910 ,23.1414006714 ,8411,9024,1,,440183,137,440100,4??,639401,283893383,5112,trunk,广园快速路, ,F,0,1,T,F,307.1911252
3224,4133,4133,3652,113.3739850370 ,23.1402445060 ,113.3711806910 ,23.1414006714 ,8411,9024,1,,440183,137,440100,4??,639401,283893383,5112,trunk,广园快速路, ,F,0,1,T,F,307.1911252
3225,4286,4286,3654,113.3693665720 ,23.1421366878 ,113.3680709910 ,23.1426719066 ,8412,9025,1,,440183,137,440100,4??,639402,283893384,5112,trunk,广园快速路, ,F,0,0,F,F,144.1785717
3226,4034,4034,3615,113.3731847800 ,23.1403253231 ,113.3739620750 ,23.1400043229 ,8414,9027,1,,440183,137,440100,4??,639404,283893386,5112,trunk,广园快速路, ,F,0,1,T,F,86.49791973
3227,4138,4138,3653,113.3711806910 ,23.1414006714 ,113.3693665720 ,23.1421366878 ,8416,9029,1,,440183,137,440100,4??,639406,283893389,5112,trunk,科韵路, ,F,0,1,T,F,4.789495921
3228,4212,4212,3653,113.3711806910 ,23.1414006714 ,113.3693665720 ,23.1421366878 ,8416,9029,1,,440183,137,440100,4??,639406,283893389,5112,trunk,科韵路, ,F,0,1,T,F,4.789495921
3229,3700,3700,3509,113.3451489960 ,23.1381903207 ,113.3445321120 ,23.1383020370 ,8419,9032,1,,440183,137,440100,4??,639786,284172221,5113,primary,中山大道西, ,F,0,0,F,F,63.8730239
3230,3732,3732,3510,113.3445321120 ,23.1383020370 ,113.3440220410 ,23.1384019792 ,8419,9032,1,,440183,137,440100,4??,639786,284172221,5113,primary,中山大道西, ,F,0,0,F,F,52.97962422
3231,3588,3588,3367,113.3486138770 ,23.1375400517 ,113.3504197920 ,23.1372664173 ,8420,9033,1,,440183,137,440100,4??,639787,284172222,5113,primary,中山大道西, ,F,0,1,T,F,48.93914967
3232,3607,3607,3504,113.3483473340 ,23.1376473490 ,113.3473121440 ,23.1378054087 ,8420,9033,1,,440183,137,440100,4??,639787,284172222,5113,primary,中山大道西, ,F,0,1,T,F,11.98849351
3233,3614,3614,3504,113.3483473340 ,23.1376473490 ,113.3473121440 ,23.1378054087 ,8420,9033,1,,440183,137,440100,4??,639787,284172222,5113,primary,中山大道西, ,F,0,1,T,F,11.98849351
3234,3630,3630,3504,113.3483473340 ,23.1376473490 ,113.3473121440 ,23.1378054087 ,8420,9033,1,,440183,137,440100,4??,639787,284172222,5113,primary,中山大道西, ,F,0,1,T,F,11.98849351
3235,3642,3642,3505,113.3473121440 ,23.1378054087 ,113.3468250030 ,23.1378804967 ,8420,9033,1,,440183,137,440100,4??,639787,284172222,5113,primary,中山大道西, ,F,0,1,T,F,70.14915112
3236,3647,3647,3506,113.3468250030 ,23.1378804967 ,113.3464356930 ,23.1379479266 ,8420,9033,1,,440183,137,440100,4??,639787,284172222,5113,primary,中山大道西, ,F,0,1,T,F,40.24630277
3237,3551,3551,3368,113.3504197920 ,23.1372664173 ,113.3513941610 ,23.1371047225 ,8422,9035,1,,440183,137,440100,4??,639789,284172224,5113,primary,中山大道西, ,F,0,0,F,F,100.5895324
3238,4685,4685,8941,113.3538316170 ,23.1450532521 ,113.3538316110 ,23.1451372188 ,8430,9043,1,,440183,137,440100,4??,640042,284264336,5141,service, , ,B,0,0,F,F,9.22564957
3239,2900,2900,5886,113.2856480260 ,23.1334496507 ,113.2861352620 ,23.1334661578 ,8786,9435,1,,440183,137,440100,4??,682638,294686213,5141,service, , ,B,0,0,F,F,97.51770883
3240,3795,3795,6137,113.3386072450 ,23.1386290022 ,113.3390344150 ,23.1387158940 ,8849,9544,1,,440183,137,440100,4??,689747,296506328,5113,primary,中山大道西, ,F,0,1,T,F,44.44280085
3241,3837,3837,6867,113.2814649340 ,23.1389195908 ,113.2826991610 ,23.1385099430 ,8862,9562,1,,440183,137,440100,4??,691031,296813491,5141,service, , ,F,0,0,F,F,133.2435023
3242,4181,4181,6859,113.2739606880 ,23.1417673895 ,113.2741434710 ,23.1417099177 ,8982,9710,1,,440183,137,440100,4??,697435,298020919,5113,primary, , ,F,0,0,F,F,19.61638752
3243,2550,2550,6853,113.3156214450 ,23.1305465629 ,113.3154238580 ,23.1304305839 ,9005,9748,1,,440183,137,440100,4??,698780,298344724,5134,secondary_link, , ,F,0,0,F,F,23.78110704
3244,2565,2565,6852,113.3158040610 ,23.1306834617 ,113.3156214450 ,23.1305465629 ,9005,9748,1,,440183,137,440100,4??,698780,298344724,5134,secondary_link, , ,F,0,0,F,F,23.88783101
3245,2555,2555,6827,113.3161314020 ,23.1305055127 ,113.3160864880 ,23.1305856655 ,9006,9749,1,,440183,137,440100,4??,698781,298344725,5134,secondary_link, , ,F,0,0,F,F,10.45554817
3246,2563,2563,6828,113.3160864880 ,23.1305856655 ,113.3160485610 ,23.1306601075 ,9006,9749,1,,440183,137,440100,4??,698781,298344725,5134,secondary_link, , ,F,0,0,F,F,9.041911881
3247,2571,2571,6829,113.3160485610 ,23.1306601075 ,113.3159946650 ,23.1307536720 ,9006,9749,1,,440183,137,440100,4??,698781,298344725,5134,secondary_link, , ,F,0,0,F,F,11.64832606
3248,4396,4396,6322,113.3714094050 ,23.1421440432 ,113.3717819260 ,23.1436307779 ,9349,10389,1,,440183,137,440100,4??,724368,302473664,5112,trunk,科韵路, ,F,0,0,F,F,85.7283128
3249,4655,4655,6323,113.3717819260 ,23.1436307779 ,113.3720875370 ,23.1448354965 ,9349,10389,1,,440183,137,440100,4??,724368,302473664,5112,trunk,科韵路, ,F,0,0,F,F,135.9592884
3250,4701,4701,6324,113.3720875370 ,23.1448354965 ,113.3721934020 ,23.1452701198 ,9349,10389,1,,440183,137,440100,4??,724368,302473664,5112,trunk,科韵路, ,F,0,0,F,F,48.94967198
3251,4274,4274,9146,113.3318233900 ,23.1425024111 ,113.3315488880 ,23.1433055089 ,9371,10414,1,,440183,137,440100,4??,726440,302857649,5122,residential, , ,B,0,0,F,F,0.8434662
3252,4329,4329,9153,113.3315109650 ,23.1433017817 ,113.3317924530 ,23.1424928731 ,9371,10414,1,,440183,137,440100,4??,726440,302857649,5122,residential, , ,B,0,0,F,F,93.36594016
3253,4330,4330,9146,113.3318233900 ,23.1425024111 ,113.3315488880 ,23.1433055089 ,9371,10414,1,,440183,137,440100,4??,726440,302857649,5122,residential, , ,B,0,0,F,F,0.8434662
3254,4358,4358,9152,113.3314730310 ,23.1434620896 ,113.3315109650 ,23.1433017817 ,9371,10414,1,,440183,137,440100,4??,726440,302857649,5122,residential, , ,B,0,0,F,F,18.03030006
3255,4362,4362,9147,113.3315488880 ,23.1433055089 ,113.3315109540 ,23.1434658167 ,9371,10414,1,,440183,137,440100,4??,726440,302857649,5122,residential, , ,B,0,0,F,F,18.03029914
3256,4444,4444,9148,113.3315109540 ,23.1434658167 ,113.3314191140 ,23.1438358429 ,9371,10414,1,,440183,137,440100,4??,726440,302857649,5122,residential, , ,B,0,0,F,F,18.03029914
3257,4198,4198,9071,113.3305290860 ,23.1413093258 ,113.3303913240 ,23.1419216427 ,9375,10418,1,,440183,137,440100,4??,726444,302857653,5122,residential, , ,F,0,0,F,F,68.71809454
3258,4220,4220,9072,113.3303913240 ,23.1419216427 ,113.3303234400 ,23.1422344467 ,9376,10419,1,,440183,137,440100,4??,726445,302857654,5115,tertiary,龙口西路, ,F,0,0,F,F,68.71809454
3259,4247,4247,9073,113.3303234400 ,23.1422344467 ,113.3303074650 ,23.1423355367 ,9376,10419,1,,440183,137,440100,4??,726445,302857654,5115,tertiary,龙口西路, ,F,0,0,F,F,35.05410475
3260,4258,4258,9074,113.3303074650 ,23.1423355367 ,113.3303074600 ,23.1424061087 ,9376,10419,1,,440183,137,440100,4??,726445,302857654,5115,tertiary,龙口西路, ,F,0,0,F,F,11.22506029
3261,4269,4269,9075,113.3303074600 ,23.1424061087 ,113.3303074560 ,23.1424689837 ,9376,10419,1,,440183,137,440100,4??,726445,302857654,5115,tertiary,龙口西路, ,F,0,0,F,F,7.753968714
3262,4293,4293,9076,113.3303074560 ,23.1424689837 ,113.3303383730 ,23.1427664071 ,9376,10419,1,,440183,137,440100,4??,726445,302857654,5115,tertiary,龙口西路, ,F,0,0,F,F,6.908280256
3263,3801,3801,9144,113.3358436310 ,23.1387484115 ,113.3358516350 ,23.1384510155 ,9390,10436,1,,440183,137,440100,4??,726901,302990914,5122,residential,龙口横街, ,B,0,0,F,F,78.80946913
3264,4188,4188,10260,113.3094232680 ,23.1418470421 ,113.3095151530 ,23.1408286777 ,9423,10471,1,,440183,137,440100,4??,729769,303287747,5115,tertiary, , ,F,0,0,F,F,25.13508176
3265,4203,4203,9349,113.3092256550 ,23.1419846518 ,113.3094232680 ,23.1418470421 ,9423,10471,1,,440183,137,440100,4??,729769,303287747,5115,tertiary, , ,F,0,0,F,F,14.2496024
3266,4209,4209,9348,113.3091188640 ,23.1420687151 ,113.3092256550 ,23.1419846518 ,9423,10471,1,,440183,137,440100,4??,729769,303287747,5115,tertiary, , ,F,0,0,F,F,14.2496024
3267,4221,4221,9347,113.3089432030 ,23.1422425694 ,113.3091188640 ,23.1420687151 ,9423,10471,1,,440183,137,440100,4??,729769,303287747,5115,tertiary, , ,F,0,0,F,F,17.24520943
3268,4250,4250,9346,113.3088294230 ,23.1423590324 ,113.3089432030 ,23.1422425694 ,9423,10471,1,,440183,137,440100,4??,729769,303287747,5115,tertiary, , ,F,0,0,F,F,39.05771667
3269,4284,4284,9345,113.3085858910 ,23.1426340707 ,113.3088294230 ,23.1423590324 ,9423,10471,1,,440183,137,440100,4??,729769,303287747,5115,tertiary, , ,F,0,0,F,F,88.47514346
3270,4327,4327,9344,113.3080908340 ,23.1432965153 ,113.3085858910 ,23.1426340707 ,9423,10471,1,,440183,137,440100,4??,729769,303287747,5115,tertiary, , ,F,0,0,F,F,52.77595076
3271,4696,4696,9162,113.3338331760 ,23.1452116722 ,113.3336655940 ,23.1439784734 ,9895,10968,1,,440183,137,440100,4??,744549,305935037,5115,tertiary,华粤路, ,B,0,0,F,F,65.16208813
3272,4778,4778,9155,113.3338711000 ,23.1452078030 ,113.3339628770 ,23.1457948996 ,9895,10968,1,,440183,137,440100,4??,744549,305935037,5115,tertiary,华粤路, ,B,0,0,F,F,136.4866992
3273,4779,4779,9161,113.3339239540 ,23.1457987706 ,113.3338331760 ,23.1452116722 ,9895,10968,1,,440183,137,440100,4??,744549,305935037,5115,tertiary,华粤路, ,B,0,0,F,F,65.16208813
3274,4790,4790,9156,113.3339628770 ,23.1457948996 ,113.3339778400 ,23.1459092265 ,9895,10968,1,,440183,137,440100,4??,744549,305935037,5115,tertiary,华粤路, ,B,0,0,F,F,65.17632084
3275,4792,4792,9160,113.3339399140 ,23.1459187934 ,113.3339239540 ,23.1457987706 ,9895,10968,1,,440183,137,440100,4??,744549,305935037,5115,tertiary,华粤路, ,B,0,0,F,F,13.28652764
3276,4800,4800,9157,113.3339778400 ,23.1459092265 ,113.3340307280 ,23.1460025911 ,9895,10968,1,,440183,137,440100,4??,744549,305935037,5115,tertiary,华粤路, ,B,0,0,F,F,4.984334385
3277,4819,4819,9157,113.3339778400 ,23.1459092265 ,113.3340307280 ,23.1460025911 ,9895,10968,1,,440183,137,440100,4??,744549,305935037,5115,tertiary,华粤路, ,B,0,0,F,F,4.984334385
3278,2948,2948,6016,113.2799114990 ,23.1335278162 ,113.2795000620 ,23.1336522753 ,10061,11280,1,,440183,137,440100,4??,758455,308029670,5135,tertiary_link, , ,F,0,0,F,F,43.98824303
3279,2956,2956,5861,113.2730922660 ,23.1336957251 ,113.2740141660 ,23.1337043549 ,10070,11297,1,,440183,137,440100,4??,758482,308039479,5132,trunk_link,东濠涌高架, ,F,0,3,T,F,93.68459868
3280,4242,4242,8633,113.3339401610 ,23.1423077244 ,113.3341068290 ,23.1422941193 ,10096,11340,1,,440183,137,440100,4??,766898,309949808,5122,residential, , ,B,0,0,F,F,17.00067759
3281,4256,4256,10358,113.3339401580 ,23.1423382123 ,113.3334830660 ,23.1424001406 ,10096,11340,1,,440183,137,440100,4??,766898,309949808,5122,residential, , ,B,0,0,F,F,46.93978976
3282,4229,4229,8638,113.3345259980 ,23.1422666505 ,113.3345259970 ,23.1422799452 ,10097,11341,1,,440183,137,440100,4??,766899,309949809,5122,residential, , ,B,0,0,F,F,1.460733686
3283,4230,4230,9130,113.3345259970 ,23.1422799452 ,113.3346327890 ,23.1422206703 ,10097,11341,1,,440183,137,440100,4??,766899,309949809,5122,residential, , ,B,0,0,F,F,23.36308479
3284,4231,4231,8639,113.3345259970 ,23.1422799452 ,113.3347545450 ,23.1422566300 ,10097,11341,1,,440183,137,440100,4??,766899,309949809,5122,residential, , ,B,0,0,F,F,23.36308479
3285,4235,4235,10353,113.3345180120 ,23.1422933547 ,113.3344192090 ,23.1422839421 ,10097,11341,1,,440183,137,440100,4??,766899,309949809,5122,residential, , ,B,0,0,F,F,10.0922704
3286,2655,2655,6093,113.3226947940 ,23.1316693173 ,113.3226569090 ,23.1311241094 ,10218,11523,1,,440183,137,440100,4??,780889,312565414,5114,secondary,体育东路, ,F,0,0,F,F,60.23679217
